;STATIONS_ID;MESS_DATUM;QN_8;  R1;RS_IND;WRTR;eor
231;44;2018082415;3;0.4;1;-999;eor
232;44;2018082416;3;0.0;0;-999;eor
233;44;2018082417;3;0.2;1;-999;eor
234;44;2018082418;3;2.4;1;-999;eor
235;44;2018082419;3;0.0;0;-999;eor
236;44;2018082420;3;0.0;0;-999;eor
237;44;2018082421;3;0.0;0;-999;eor
238;44;2018082422;3;0.0;0;-999;eor
239;44;2018082423;3;0.0;0;-999;eor
240;44;2018082500;3;0.0;0;-999;eor
241;44;2018082501;3;0.0;0;-999;eor
242;44;2018082502;3;0.0;0;-999;eor
243;44;2018082503;3;0.0;0;-999;eor
244;44;2018082504;3;0.0;0;-999;eor
245;44;2018082505;3;0.0;0;-999;eor
246;44;2018082506;3;1.0;1;-999;eor
247;44;2018082507;3;0.5;1;-999;eor
248;44;2018082508;3;3.4;1;-999;eor
249;44;2018082509;3;0.8;1;-999;eor
250;44;2018082510;3;1.1;1;-999;eor
251;44;2018082511;3;0.1;1;-999;eor
252;44;2018082512;3;0.0;0;-999;eor
253;44;2018082513;3;0.0;0;-999;eor
254;44;2018082514;3;0.0;0;-999;eor
255;44;2018082515;3;1.1;1;-999;eor
256;44;2018082516;3;0.0;0;-999;eor
257;44;2018082517;3;0.0;0;-999;eor
258;44;2018082518;3;1.7;1;-999;eor
259;44;2018082519;3;0.0;0;-999;eor
260;44;2018082520;3;0.0;0;-999;eor
261;44;2018082521;3;0.1;1;-999;eor
262;44;2018082522;3;0.0;0;-999;eor
263;44;2018082523;3;0.0;0;-999;eor
264;44;2018082600;3;0.0;0;-999;eor
265;44;2018082601;3;0.0;0;-999;eor
266;44;2018082602;3;0.0;0;-999;eor
267;44;2018082603;3;0.0;0;-999;eor
268;44;2018082604;3;0.0;0;-999;eor
269;44;2018082605;3;0.0;0;-999;eor
270;44;2018082606;3;0.0;0;-999;eor
271;44;2018082607;3;0.0;0;-999;eor
272;44;2018082608;3;0.0;0;-999;eor
273;44;2018082609;3;0.0;0;-999;eor
274;44;2018082610;3;0.0;0;-999;eor
275;44;2018082611;3;0.0;0;-999;eor
276;44;2018082612;3;0.0;0;-999;eor
277;44;2018082613;3;0.0;0;-999;eor
278;44;2018082614;3;0.0;0;-999;eor
279;44;2018082615;3;0.0;0;-999;eor
280;44;2018082616;3;0.0;0;-999;eor
281;44;2018082617;3;0.0;0;-999;eor
282;44;2018082618;3;0.0;0;-999;eor
283;44;2018082619;3;0.0;0;-999;eor
284;44;2018082620;3;0.0;0;-999;eor
285;44;2018082621;3;0.0;0;-999;eor
286;44;2018082622;3;0.0;0;-999;eor
287;44;2018082623;3;0.0;0;-999;eor
288;44;2018082700;3;0.0;0;-999;eor
289;44;2018082701;3;0.2;1;-999;eor
290;44;2018082702;3;0.1;1;-999;eor
291;44;2018082703;3;0.0;0;-999;eor
292;44;2018082704;3;0.0;0;-999;eor
293;44;2018082705;3;0.0;0;-999;eor
294;44;2018082706;3;0.0;0;-999;eor
295;44;2018082707;3;0.0;0;-999;eor
296;44;2018082708;3;0.0;0;-999;eor
297;44;2018082709;3;0.0;0;-999;eor
298;44;2018082710;3;0.0;0;-999;eor
299;44;2018082711;3;0.0;0;-999;eor
300;44;2018082712;3;0.0;0;-999;eor
301;44;2018082713;3;1.9;1;-999;eor
302;44;2018082714;3;0.1;1;-999;eor
303;44;2018082715;3;0.0;0;-999;eor
304;44;2018082716;3;0.0;0;-999;eor
305;44;2018082717;3;0.0;0;-999;eor
306;44;2018082718;3;0.0;0;-999;eor
307;44;2018082719;3;0.0;0;-999;eor
308;44;2018082720;3;0.0;0;-999;eor
309;44;2018082721;3;0.0;0;-999;eor
310;44;2018082722;3;0.0;0;-999;eor
311;44;2018082723;3;0.0;0;-999;eor
312;44;2018082800;3;0.0;0;-999;eor
313;44;2018082801;3;0.0;0;-999;eor
314;44;2018082802;3;0.0;0;-999;eor
315;44;2018082803;3;0.0;0;-999;eor
316;44;2018082804;3;0.0;0;-999;eor
317;44;2018082805;3;0.0;0;-999;eor
318;44;2018082806;3;0.0;0;-999;eor
319;44;2018082807;3;0.0;0;-999;eor
320;44;2018082808;3;0.0;0;-999;eor
321;44;2018082809;3;0.0;0;-999;eor
322;44;2018082810;3;0.0;0;-999;eor
323;44;2018082811;3;0.0;0;-999;eor
324;44;2018082812;3;0.0;0;-999;eor
325;44;2018082813;3;0.0;0;-999;eor
326;44;2018082814;3;0.0;0;-999;eor
327;44;2018082815;3;0.0;0;-999;eor
328;44;2018082816;3;0.0;0;-999;eor
329;44;2018082817;3;0.0;0;-999;eor
330;44;2018082818;3;0.0;0;-999;eor
331;44;2018082819;3;0.0;0;-999;eor
332;44;2018082820;3;0.0;0;-999;eor
333;44;2018082821;3;0.0;0;-999;eor
334;44;2018082822;3;0.0;0;-999;eor
335;44;2018082823;3;0.0;0;-999;eor
336;44;2018082900;3;0.0;0;-999;eor
337;44;2018082901;3;0.0;0;-999;eor
338;44;2018082902;3;0.0;0;-999;eor
339;44;2018082903;3;0.0;0;-999;eor
340;44;2018082904;3;0.0;0;-999;eor
341;44;2018082905;3;0.0;0;-999;eor
342;44;2018082906;3;0.0;0;-999;eor
343;44;2018082907;3;0.0;0;-999;eor
344;44;2018082908;3;0.0;0;-999;eor
345;44;2018082909;3;0.0;0;-999;eor
346;44;2018082910;3;0.0;0;-999;eor
347;44;2018082911;3;0.0;0;-999;eor
348;44;2018082912;3;0.0;0;-999;eor
349;44;2018082913;3;0.0;0;-999;eor
350;44;2018082914;3;0.0;0;-999;eor
351;44;2018082915;3;0.0;0;-999;eor
352;44;2018082916;3;0.0;0;-999;eor
353;44;2018082917;3;0.0;0;-999;eor
354;44;2018082918;3;0.0;0;-999;eor
355;44;2018082919;3;0.0;1;-999;eor
356;44;2018082920;3;0.0;0;-999;eor
357;44;2018082921;3;0.0;0;-999;eor
358;44;2018082922;3;0.0;0;-999;eor
359;44;2018082923;3;0.8;1;-999;eor
360;44;2018083000;3;0.9;1;-999;eor
361;44;2018083001;3;4.3;1;-999;eor
362;44;2018083002;3;2.1;1;-999;eor
363;44;2018083003;3;1.3;1;-999;eor
364;44;2018083004;3;0.3;1;-999;eor
365;44;2018083005;3;0.3;1;-999;eor
366;44;2018083006;3;0.0;0;-999;eor
367;44;2018083007;3;0.0;0;-999;eor
368;44;2018083008;3;0.2;1;-999;eor
369;44;2018083009;3;0.0;0;-999;eor
370;44;2018083010;3;0.0;0;-999;eor
371;44;2018083011;3;0.1;1;-999;eor
372;44;2018083012;3;0.1;1;-999;eor
373;44;2018083013;3;0.0;0;-999;eor
374;44;2018083014;3;0.0;0;-999;eor
375;44;2018083015;3;0.0;0;-999;eor
376;44;2018083016;3;0.0;0;-999;eor
377;44;2018083017;3;0.0;0;-999;eor
378;44;2018083018;3;0.0;0;-999;eor
379;44;2018083019;3;0.0;0;-999;eor
380;44;2018083020;3;0.0;0;-999;eor
381;44;2018083021;3;0.0;0;-999;eor
382;44;2018083022;3;0.0;0;-999;eor
383;44;2018083023;3;0.0;0;-999;eor
384;44;2018083100;3;0.0;0;-999;eor
385;44;2018083101;3;0.0;0;-999;eor
386;44;2018083102;3;0.0;0;-999;eor
387;44;2018083103;3;0.0;0;-999;eor
388;44;2018083104;3;0.0;0;-999;eor
389;44;2018083105;3;0.0;0;-999;eor
390;44;2018083106;3;0.0;0;-999;eor
391;44;2018083107;3;0.0;0;-999;eor
392;44;2018083108;3;0.0;0;-999;eor
393;44;2018083109;3;0.0;0;-999;eor
394;44;2018083110;3;0.0;0;-999;eor
395;44;2018083111;3;0.0;0;-999;eor
396;44;2018083112;3;0.0;0;-999;eor
397;44;2018083113;3;0.0;0;-999;eor
398;44;2018083114;3;0.0;0;-999;eor
399;44;2018083115;3;0.0;0;-999;eor
400;44;2018083116;3;0.0;0;-999;eor
401;44;2018083117;3;0.0;0;-999;eor
402;44;2018083118;3;0.0;0;-999;eor
403;44;2018083119;3;0.0;0;-999;eor
404;44;2018083120;3;0.0;0;-999;eor
405;44;2018083121;3;0.0;0;-999;eor
406;44;2018083122;3;0.0;0;-999;eor
407;44;2018083123;3;0.0;0;-999;eor
408;44;2018090100;3;0.0;0;-999;eor
409;44;2018090101;3;0.0;0;-999;eor
410;44;2018090102;3;0.0;0;-999;eor
411;44;2018090103;3;0.0;0;-999;eor
412;44;2018090104;3;0.0;0;-999;eor
413;44;2018090105;3;0.0;0;-999;eor
414;44;2018090106;3;0.0;0;-999;eor
415;44;2018090107;3;0.0;0;-999;eor
416;44;2018090108;3;0.0;0;-999;eor
417;44;2018090109;3;0.3;1;-999;eor
418;44;2018090110;3;0.1;1;-999;eor
419;44;2018090111;3;0.0;0;-999;eor
420;44;2018090112;3;0.0;0;-999;eor
421;44;2018090113;3;0.0;0;-999;eor
422;44;2018090114;3;0.0;0;-999;eor
423;44;2018090115;3;0.0;0;-999;eor
424;44;2018090116;3;0.0;0;-999;eor
425;44;2018090117;3;0.0;0;-999;eor
426;44;2018090118;3;0.0;0;-999;eor
427;44;2018090119;3;0.0;0;-999;eor
428;44;2018090120;3;0.0;0;-999;eor
429;44;2018090121;3;0.0;0;-999;eor
430;44;2018090122;3;0.0;0;-999;eor
431;44;2018090123;3;0.0;0;-999;eor
432;44;2018090200;3;0.0;0;-999;eor
433;44;2018090201;3;0.0;0;-999;eor
434;44;2018090202;3;0.0;0;-999;eor
435;44;2018090203;3;0.0;0;-999;eor
436;44;2018090204;3;0.0;0;-999;eor
437;44;2018090205;3;0.0;0;-999;eor
438;44;2018090206;3;0.0;0;-999;eor
439;44;2018090207;3;0.0;0;-999;eor
440;44;2018090208;3;0.0;0;-999;eor
441;44;2018090209;3;0.0;0;-999;eor
442;44;2018090210;3;0.0;0;-999;eor
443;44;2018090211;3;0.0;0;-999;eor
444;44;2018090212;3;0.0;0;-999;eor
445;44;2018090213;3;0.0;0;-999;eor
446;44;2018090214;3;0.0;0;-999;eor
447;44;2018090215;3;0.0;0;-999;eor
448;44;2018090216;3;0.0;0;-999;eor
449;44;2018090217;3;0.0;0;-999;eor
450;44;2018090218;3;0.0;0;-999;eor
451;44;2018090219;3;0.0;0;-999;eor
452;44;2018090220;3;0.0;0;-999;eor
453;44;2018090221;3;0.0;0;-999;eor
454;44;2018090222;3;0.0;0;-999;eor
455;44;2018090223;3;0.0;0;-999;eor
456;44;2018090300;3;0.0;0;-999;eor
457;44;2018090301;3;0.0;0;-999;eor
458;44;2018090302;3;0.0;0;-999;eor
459;44;2018090303;3;0.0;0;-999;eor
460;44;2018090304;3;0.0;0;-999;eor
461;44;2018090305;3;0.0;0;-999;eor
462;44;2018090306;3;0.0;0;-999;eor
463;44;2018090307;3;0.0;0;-999;eor
464;44;2018090308;3;0.0;0;-999;eor
465;44;2018090309;3;0.0;0;-999;eor
466;44;2018090310;3;0.0;0;-999;eor
467;44;2018090311;3;0.0;0;-999;eor
468;44;2018090312;3;0.0;0;-999;eor
469;44;2018090313;3;0.0;0;-999;eor
470;44;2018090314;3;0.0;0;-999;eor
471;44;2018090315;3;0.0;0;-999;eor
472;44;2018090316;3;0.0;0;-999;eor
473;44;2018090317;3;0.0;0;-999;eor
474;44;2018090318;3;0.0;0;-999;eor
475;44;2018090319;3;0.0;0;-999;eor
476;44;2018090320;3;0.0;0;-999;eor
477;44;2018090321;3;0.0;0;-999;eor
478;44;2018090322;3;0.0;0;-999;eor
479;44;2018090323;3;0.0;0;-999;eor
480;44;2018090400;3;0.0;0;-999;eor
481;44;2018090401;3;0.0;0;-999;eor
482;44;2018090402;3;0.0;0;-999;eor
483;44;2018090403;3;0.0;0;-999;eor
484;44;2018090404;3;0.0;0;-999;eor
485;44;2018090405;3;0.0;0;-999;eor
486;44;2018090406;3;0.0;0;-999;eor
487;44;2018090407;3;0.0;0;-999;eor
488;44;2018090408;3;0.0;0;-999;eor
489;44;2018090409;3;0.0;0;-999;eor
490;44;2018090410;3;0.0;0;-999;eor
491;44;2018090411;3;0.0;0;-999;eor
492;44;2018090412;3;0.0;0;-999;eor
493;44;2018090413;3;0.0;0;-999;eor
494;44;2018090414;3;0.0;0;-999;eor
