STATIONS_ID;MESS_DATUM;QN_8;  R1;RS_IND;WRTR;eor
         44;2018081714;    3;   0.0;   0;-999;eor
         44;2018081715;    3;   0.0;   0;-999;eor
         44;2018081716;    3;   0.0;   0;-999;eor
         44;2018081717;    3;   0.0;   0;-999;eor
         44;2018081718;    3;   0.0;   0;-999;eor
         44;2018081719;    3;   0.0;   0;-999;eor
         44;2018081720;    3;   0.0;   0;-999;eor
         44;2018081721;    3;   0.0;   0;-999;eor
         44;2018081722;    3;   0.0;   0;-999;eor
         44;2018081723;    3;   0.0;   0;-999;eor
         44;2018081800;    3;   0.0;   0;-999;eor
         44;2018081801;    3;   0.0;   0;-999;eor
         44;2018081802;    3;   0.0;   0;-999;eor
         44;2018081803;    3;   0.0;   0;-999;eor
         44;2018081804;    3;   0.0;   0;-999;eor
         44;2018081805;    3;   0.0;   0;-999;eor
         44;2018081806;    3;   0.0;   0;-999;eor
         44;2018081807;    3;   0.0;   0;-999;eor
         44;2018081808;    3;   0.0;   0;-999;eor
         44;2018081809;    3;   0.0;   0;-999;eor
         44;2018081810;    3;   0.0;   0;-999;eor
         44;2018081811;    3;   0.0;   0;-999;eor
         44;2018081812;    3;   0.0;   0;-999;eor
         44;2018081813;    3;   0.0;   0;-999;eor
         44;2018081814;    3;   0.0;   0;-999;eor
         44;2018081815;    3;   0.0;   0;-999;eor
         44;2018081816;    3;   0.0;   0;-999;eor
         44;2018081817;    3;   0.0;   0;-999;eor
         44;2018081818;    3;   0.0;   0;-999;eor
         44;2018081819;    3;   0.0;   0;-999;eor
         44;2018081820;    3;   0.0;   0;-999;eor
         44;2018081821;    3;   0.0;   0;-999;eor
         44;2018081822;    3;   0.0;   0;-999;eor
         44;2018081823;    3;   0.0;   0;-999;eor
         44;2018081900;    3;   0.0;   0;-999;eor
         44;2018081901;    3;   0.0;   0;-999;eor
         44;2018081902;    3;   0.0;   0;-999;eor
         44;2018081903;    3;   0.0;   0;-999;eor
         44;2018081904;    3;   0.0;   0;-999;eor
         44;2018081905;    3;   0.0;   0;-999;eor
         44;2018081906;    3;   0.0;   0;-999;eor
         44;2018081907;    3;   0.0;   0;-999;eor
         44;2018081908;    3;   0.0;   0;-999;eor
         44;2018081909;    3;   0.0;   0;-999;eor
         44;2018081910;    3;   0.0;   0;-999;eor
         44;2018081911;    3;   0.0;   0;-999;eor
         44;2018081912;    3;   0.0;   0;-999;eor
         44;2018081913;    3;   0.0;   0;-999;eor
         44;2018081914;    3;   0.0;   0;-999;eor
         44;2018081915;    3;   0.0;   0;-999;eor
         44;2018081916;    3;   0.0;   0;-999;eor
         44;2018081917;    3;   0.0;   0;-999;eor
         44;2018081918;    3;   0.0;   0;-999;eor
         44;2018081919;    3;   0.0;   0;-999;eor
         44;2018081920;    3;   0.0;   0;-999;eor
         44;2018081921;    3;   0.0;   0;-999;eor
         44;2018081922;    3;   0.0;   0;-999;eor
         44;2018081923;    3;   0.0;   0;-999;eor
         44;2018082000;    3;   0.0;   0;-999;eor
         44;2018082001;    3;   0.0;   0;-999;eor
         44;2018082002;    3;   0.0;   0;-999;eor
         44;2018082003;    3;   0.0;   0;-999;eor
         44;2018082004;    3;   0.0;   0;-999;eor
         44;2018082005;    3;   0.0;   0;-999;eor
         44;2018082006;    3;   0.0;   0;-999;eor
         44;2018082007;    3;   0.0;   0;-999;eor
         44;2018082008;    3;   0.0;   0;-999;eor
         44;2018082009;    3;   0.2;   1;-999;eor
         44;2018082010;    3;   0.0;   0;-999;eor
         44;2018082011;    3;   0.0;   0;-999;eor
         44;2018082012;    3;   0.0;   0;-999;eor
         44;2018082013;    3;   0.0;   0;-999;eor
         44;2018082014;    3;   0.0;   0;-999;eor
         44;2018082015;    3;   0.0;   0;-999;eor
         44;2018082016;    3;   0.0;   0;-999;eor
         44;2018082017;    3;   0.1;   1;-999;eor
         44;2018082018;    3;   0.0;   0;-999;eor
         44;2018082019;    3;   0.0;   0;-999;eor
         44;2018082020;    3;   0.0;   0;-999;eor
         44;2018082021;    3;   0.0;   0;-999;eor
         44;2018082022;    3;   0.0;   0;-999;eor
         44;2018082023;    3;   0.0;   0;-999;eor
         44;2018082100;    3;   0.0;   0;-999;eor
         44;2018082101;    3;   0.0;   0;-999;eor
         44;2018082102;    3;   0.0;   0;-999;eor
         44;2018082103;    3;   0.0;   0;-999;eor
         44;2018082104;    3;   0.0;   0;-999;eor
         44;2018082105;    3;   0.0;   0;-999;eor
         44;2018082106;    3;   0.0;   0;-999;eor
         44;2018082107;    3;   0.0;   0;-999;eor
         44;2018082108;    3;   0.0;   0;-999;eor
         44;2018082109;    3;   0.0;   0;-999;eor
         44;2018082110;    3;   0.0;   0;-999;eor
         44;2018082111;    3;   0.0;   0;-999;eor
         44;2018082112;    3;   0.0;   0;-999;eor
         44;2018082113;    3;   0.0;   0;-999;eor
         44;2018082114;    3;   0.0;   0;-999;eor
         44;2018082115;    3;   0.0;   0;-999;eor
         44;2018082116;    3;   0.0;   0;-999;eor
         44;2018082117;    3;   0.0;   0;-999;eor
         44;2018082118;    3;   0.0;   0;-999;eor
         44;2018082119;    3;   0.0;   0;-999;eor
         44;2018082120;    3;   0.0;   0;-999;eor
         44;2018082121;    3;   0.0;   0;-999;eor
         44;2018082122;    3;   0.0;   0;-999;eor
         44;2018082123;    3;   0.0;   0;-999;eor
         44;2018082200;    3;   0.0;   0;-999;eor
         44;2018082201;    3;   0.0;   0;-999;eor
         44;2018082202;    3;   0.0;   0;-999;eor
         44;2018082203;    3;   0.0;   0;-999;eor
         44;2018082204;    3;   0.0;   0;-999;eor
         44;2018082205;    3;   0.0;   0;-999;eor
         44;2018082206;    3;   0.0;   0;-999;eor
         44;2018082207;    3;   0.0;   0;-999;eor
         44;2018082208;    3;   0.0;   0;-999;eor
         44;2018082209;    3;   0.0;   0;-999;eor
         44;2018082210;    3;   0.0;   0;-999;eor
         44;2018082211;    3;   0.0;   0;-999;eor
         44;2018082212;    3;   0.0;   0;-999;eor
         44;2018082213;    3;   0.0;   0;-999;eor
         44;2018082214;    3;   0.0;   0;-999;eor
         44;2018082215;    3;   0.0;   0;-999;eor
         44;2018082216;    3;   0.0;   0;-999;eor
         44;2018082217;    3;   0.0;   0;-999;eor
         44;2018082218;    3;   0.0;   0;-999;eor
         44;2018082219;    3;   0.0;   0;-999;eor
         44;2018082220;    3;   0.0;   0;-999;eor
         44;2018082221;    3;   0.0;   0;-999;eor
         44;2018082222;    3;   0.0;   0;-999;eor
         44;2018082223;    3;   0.0;   0;-999;eor
         44;2018082300;    3;   0.0;   0;-999;eor
         44;2018082301;    3;   0.0;   0;-999;eor
         44;2018082302;    3;   0.0;   0;-999;eor
         44;2018082303;    3;   0.0;   0;-999;eor
         44;2018082304;    3;   0.0;   0;-999;eor
         44;2018082305;    3;   0.0;   0;-999;eor
         44;2018082306;    3;   0.0;   0;-999;eor
         44;2018082307;    3;   0.0;   0;-999;eor
         44;2018082308;    3;   0.0;   0;-999;eor
         44;2018082309;    3;   0.0;   0;-999;eor
         44;2018082310;    3;   0.0;   0;-999;eor
         44;2018082311;    3;   0.0;   0;-999;eor
         44;2018082312;    3;   0.0;   0;-999;eor
         44;2018082313;    3;   0.0;   0;-999;eor
         44;2018082314;    3;   0.0;   0;-999;eor
         44;2018082315;    3;   0.0;   0;-999;eor
         44;2018082316;    3;   0.0;   0;-999;eor
         44;2018082317;    3;   0.0;   0;-999;eor
         44;2018082318;    3;   0.0;   0;-999;eor
         44;2018082319;    3;   0.0;   0;-999;eor
         44;2018082320;    3;   0.0;   0;-999;eor
         44;2018082321;    3;   0.0;   0;-999;eor
         44;2018082322;    3;   0.0;   0;-999;eor
         44;2018082323;    3;   0.0;   0;-999;eor
         44;2018082400;    3;   0.0;   1;-999;eor
         44;2018082401;    3;   2.9;   1;-999;eor
         44;2018082402;    3;   0.2;   1;-999;eor
         44;2018082403;    3;   0.0;   0;-999;eor
         44;2018082404;    3;   0.0;   0;-999;eor
         44;2018082405;    3;   0.0;   0;-999;eor
         44;2018082406;    3;   0.0;   0;-999;eor
         44;2018082407;    3;   0.0;   0;-999;eor
         44;2018082408;    3;   0.6;   1;-999;eor
         44;2018082409;    3;   0.0;   0;-999;eor
         44;2018082410;    3;   0.0;   0;-999;eor
         44;2018082411;    3;   0.0;   0;-999;eor
         44;2018082412;    3;   0.0;   0;-999;eor
         44;2018082413;    3;   0.3;   1;-999;eor
         44;2018082414;    3;   0.0;   0;-999;eor
         44;2018082415;    3;   0.4;   1;-999;eor
         44;2018082416;    3;   0.0;   0;-999;eor
         44;2018082417;    3;   0.2;   1;-999;eor
         44;2018082418;    3;   2.4;   1;-999;eor
         44;2018082419;    3;   0.0;   0;-999;eor
         44;2018082420;    3;   0.0;   0;-999;eor
         44;2018082421;    3;   0.0;   0;-999;eor
         44;2018082422;    3;   0.0;   0;-999;eor
         44;2018082423;    3;   0.0;   0;-999;eor
         44;2018082500;    3;   0.0;   0;-999;eor
         44;2018082501;    3;   0.0;   0;-999;eor
         44;2018082502;    3;   0.0;   0;-999;eor
         44;2018082503;    3;   0.0;   0;-999;eor
         44;2018082504;    3;   0.0;   0;-999;eor
         44;2018082505;    3;   0.0;   0;-999;eor
         44;2018082506;    3;   1.0;   1;-999;eor
         44;2018082507;    3;   0.5;   1;-999;eor
         44;2018082508;    3;   3.4;   1;-999;eor
         44;2018082509;    3;   0.8;   1;-999;eor
         44;2018082510;    3;   1.1;   1;-999;eor
         44;2018082511;    3;   0.1;   1;-999;eor
         44;2018082512;    3;   0.0;   0;-999;eor
         44;2018082513;    3;   0.0;   0;-999;eor
         44;2018082514;    3;   0.0;   0;-999;eor
         44;2018082515;    3;   1.1;   1;-999;eor
         44;2018082516;    3;   0.0;   0;-999;eor
         44;2018082517;    3;   0.0;   0;-999;eor
         44;2018082518;    3;   1.7;   1;-999;eor
         44;2018082519;    3;   0.0;   0;-999;eor
         44;2018082520;    3;   0.0;   0;-999;eor
         44;2018082521;    3;   0.1;   1;-999;eor
         44;2018082522;    3;   0.0;   0;-999;eor
         44;2018082523;    3;   0.0;   0;-999;eor
         44;2018082600;    3;   0.0;   0;-999;eor
         44;2018082601;    3;   0.0;   0;-999;eor
         44;2018082602;    3;   0.0;   0;-999;eor
         44;2018082603;    3;   0.0;   0;-999;eor
         44;2018082604;    3;   0.0;   0;-999;eor
         44;2018082605;    3;   0.0;   0;-999;eor
         44;2018082606;    3;   0.0;   0;-999;eor
         44;2018082607;    3;   0.0;   0;-999;eor
         44;2018082608;    3;   0.0;   0;-999;eor
         44;2018082609;    3;   0.0;   0;-999;eor
         44;2018082610;    3;   0.0;   0;-999;eor
         44;2018082611;    3;   0.0;   0;-999;eor
         44;2018082612;    3;   0.0;   0;-999;eor
         44;2018082613;    3;   0.0;   0;-999;eor
         44;2018082614;    3;   0.0;   0;-999;eor
         44;2018082615;    3;   0.0;   0;-999;eor
         44;2018082616;    3;   0.0;   0;-999;eor
         44;2018082617;    3;   0.0;   0;-999;eor
         44;2018082618;    3;   0.0;   0;-999;eor
         44;2018082619;    3;   0.0;   0;-999;eor
         44;2018082620;    3;   0.0;   0;-999;eor
         44;2018082621;    3;   0.0;   0;-999;eor
         44;2018082622;    3;   0.0;   0;-999;eor
         44;2018082623;    3;   0.0;   0;-999;eor
         44;2018082700;    3;   0.0;   0;-999;eor
         44;2018082701;    3;   0.2;   1;-999;eor
         44;2018082702;    3;   0.1;   1;-999;eor
         44;2018082703;    3;   0.0;   0;-999;eor
         44;2018082704;    3;   0.0;   0;-999;eor
         44;2018082705;    3;   0.0;   0;-999;eor
         44;2018082706;    3;   0.0;   0;-999;eor
         44;2018082707;    3;   0.0;   0;-999;eor
         44;2018082708;    3;   0.0;   0;-999;eor
         44;2018082709;    3;   0.0;   0;-999;eor
         44;2018082710;    3;   0.0;   0;-999;eor
         44;2018082711;    3;   0.0;   0;-999;eor
         44;2018082712;    3;   0.0;   0;-999;eor
         44;2018082713;    3;   1.9;   1;-999;eor
         44;2018082714;    3;   0.1;   1;-999;eor
         44;2018082715;    3;   0.0;   0;-999;eor
         44;2018082716;    3;   0.0;   0;-999;eor
         44;2018082717;    3;   0.0;   0;-999;eor
         44;2018082718;    3;   0.0;   0;-999;eor
         44;2018082719;    3;   0.0;   0;-999;eor
         44;2018082720;    3;   0.0;   0;-999;eor
         44;2018082721;    3;   0.0;   0;-999;eor
         44;2018082722;    3;   0.0;   0;-999;eor
         44;2018082723;    3;   0.0;   0;-999;eor
         44;2018082800;    3;   0.0;   0;-999;eor
         44;2018082801;    3;   0.0;   0;-999;eor
         44;2018082802;    3;   0.0;   0;-999;eor
         44;2018082803;    3;   0.0;   0;-999;eor
         44;2018082804;    3;   0.0;   0;-999;eor
         44;2018082805;    3;   0.0;   0;-999;eor
         44;2018082806;    3;   0.0;   0;-999;eor
         44;2018082807;    3;   0.0;   0;-999;eor
         44;2018082808;    3;   0.0;   0;-999;eor
         44;2018082809;    3;   0.0;   0;-999;eor
         44;2018082810;    3;   0.0;   0;-999;eor
         44;2018082811;    3;   0.0;   0;-999;eor
         44;2018082812;    3;   0.0;   0;-999;eor
         44;2018082813;    3;   0.0;   0;-999;eor
         44;2018082814;    3;   0.0;   0;-999;eor
         44;2018082815;    3;   0.0;   0;-999;eor
         44;2018082816;    3;   0.0;   0;-999;eor
         44;2018082817;    3;   0.0;   0;-999;eor
         44;2018082818;    3;   0.0;   0;-999;eor
         44;2018082819;    3;   0.0;   0;-999;eor
         44;2018082820;    3;   0.0;   0;-999;eor
         44;2018082821;    3;   0.0;   0;-999;eor
         44;2018082822;    3;   0.0;   0;-999;eor
         44;2018082823;    3;   0.0;   0;-999;eor
         44;2018082900;    3;   0.0;   0;-999;eor
         44;2018082901;    3;   0.0;   0;-999;eor
         44;2018082902;    3;   0.0;   0;-999;eor
         44;2018082903;    3;   0.0;   0;-999;eor
         44;2018082904;    3;   0.0;   0;-999;eor
         44;2018082905;    3;   0.0;   0;-999;eor
         44;2018082906;    3;   0.0;   0;-999;eor
         44;2018082907;    3;   0.0;   0;-999;eor
         44;2018082908;    3;   0.0;   0;-999;eor
         44;2018082909;    3;   0.0;   0;-999;eor
         44;2018082910;    3;   0.0;   0;-999;eor
         44;2018082911;    3;   0.0;   0;-999;eor
         44;2018082912;    3;   0.0;   0;-999;eor
         44;2018082913;    3;   0.0;   0;-999;eor
         44;2018082914;    3;   0.0;   0;-999;eor
         44;2018082915;    3;   0.0;   0;-999;eor
         44;2018082916;    3;   0.0;   0;-999;eor
         44;2018082917;    3;   0.0;   0;-999;eor
         44;2018082918;    3;   0.0;   0;-999;eor
         44;2018082919;    3;   0.0;   1;-999;eor
         44;2018082920;    3;   0.0;   0;-999;eor
         44;2018082921;    3;   0.0;   0;-999;eor
         44;2018082922;    3;   0.0;   0;-999;eor
         44;2018082923;    3;   0.8;   1;-999;eor
         44;2018083000;    3;   0.9;   1;-999;eor
         44;2018083001;    3;   4.3;   1;-999;eor
         44;2018083002;    3;   2.1;   1;-999;eor
         44;2018083003;    3;   1.3;   1;-999;eor
         44;2018083004;    3;   0.3;   1;-999;eor
         44;2018083005;    3;   0.3;   1;-999;eor
         44;2018083006;    3;   0.0;   0;-999;eor
         44;2018083007;    3;   0.0;   0;-999;eor
         44;2018083008;    3;   0.2;   1;-999;eor
         44;2018083009;    3;   0.0;   0;-999;eor
         44;2018083010;    3;   0.0;   0;-999;eor
         44;2018083011;    3;   0.1;   1;-999;eor
         44;2018083012;    3;   0.1;   1;-999;eor
         44;2018083013;    3;   0.0;   0;-999;eor
         44;2018083014;    3;   0.0;   0;-999;eor
         44;2018083015;    3;   0.0;   0;-999;eor
         44;2018083016;    3;   0.0;   0;-999;eor
         44;2018083017;    3;   0.0;   0;-999;eor
         44;2018083018;    3;   0.0;   0;-999;eor
         44;2018083019;    3;   0.0;   0;-999;eor
         44;2018083020;    3;   0.0;   0;-999;eor
         44;2018083021;    3;   0.0;   0;-999;eor
         44;2018083022;    3;   0.0;   0;-999;eor
         44;2018083023;    3;   0.0;   0;-999;eor
         44;2018083100;    3;   0.0;   0;-999;eor
         44;2018083101;    3;   0.0;   0;-999;eor
         44;2018083102;    3;   0.0;   0;-999;eor
         44;2018083103;    3;   0.0;   0;-999;eor
         44;2018083104;    3;   0.0;   0;-999;eor
         44;2018083105;    3;   0.0;   0;-999;eor
         44;2018083106;    3;   0.0;   0;-999;eor
         44;2018083107;    3;   0.0;   0;-999;eor
         44;2018083108;    3;   0.0;   0;-999;eor
         44;2018083109;    3;   0.0;   0;-999;eor
         44;2018083110;    3;   0.0;   0;-999;eor
         44;2018083111;    3;   0.0;   0;-999;eor
         44;2018083112;    3;   0.0;   0;-999;eor
         44;2018083113;    3;   0.0;   0;-999;eor
         44;2018083114;    3;   0.0;   0;-999;eor
         44;2018083115;    3;   0.0;   0;-999;eor
         44;2018083116;    3;   0.0;   0;-999;eor
         44;2018083117;    3;   0.0;   0;-999;eor
         44;2018083118;    3;   0.0;   0;-999;eor
         44;2018083119;    3;   0.0;   0;-999;eor
         44;2018083120;    3;   0.0;   0;-999;eor
         44;2018083121;    3;   0.0;   0;-999;eor
         44;2018083122;    3;   0.0;   0;-999;eor
         44;2018083123;    3;   0.0;   0;-999;eor
         44;2018090100;    3;   0.0;   0;-999;eor
         44;2018090101;    3;   0.0;   0;-999;eor
         44;2018090102;    3;   0.0;   0;-999;eor
         44;2018090103;    3;   0.0;   0;-999;eor
         44;2018090104;    3;   0.0;   0;-999;eor
         44;2018090105;    3;   0.0;   0;-999;eor
         44;2018090106;    3;   0.0;   0;-999;eor
         44;2018090107;    3;   0.0;   0;-999;eor
         44;2018090108;    3;   0.0;   0;-999;eor
         44;2018090109;    3;   0.3;   1;-999;eor
         44;2018090110;    3;   0.1;   1;-999;eor
         44;2018090111;    3;   0.0;   0;-999;eor
         44;2018090112;    3;   0.0;   0;-999;eor
         44;2018090113;    3;   0.0;   0;-999;eor
         44;2018090114;    3;   0.0;   0;-999;eor
         44;2018090115;    3;   0.0;   0;-999;eor
         44;2018090116;    3;   0.0;   0;-999;eor
         44;2018090117;    3;   0.0;   0;-999;eor
         44;2018090118;    3;   0.0;   0;-999;eor
         44;2018090119;    3;   0.0;   0;-999;eor
         44;2018090120;    3;   0.0;   0;-999;eor
         44;2018090121;    3;   0.0;   0;-999;eor
         44;2018090122;    3;   0.0;   0;-999;eor
         44;2018090123;    3;   0.0;   0;-999;eor
         44;2018090200;    3;   0.0;   0;-999;eor
         44;2018090201;    3;   0.0;   0;-999;eor
         44;2018090202;    3;   0.0;   0;-999;eor
         44;2018090203;    3;   0.0;   0;-999;eor
         44;2018090204;    3;   0.0;   0;-999;eor
         44;2018090205;    3;   0.0;   0;-999;eor
         44;2018090206;    3;   0.0;   0;-999;eor
         44;2018090207;    3;   0.0;   0;-999;eor
         44;2018090208;    3;   0.0;   0;-999;eor
         44;2018090209;    3;   0.0;   0;-999;eor
         44;2018090210;    3;   0.0;   0;-999;eor
         44;2018090211;    3;   0.0;   0;-999;eor
         44;2018090212;    3;   0.0;   0;-999;eor
         44;2018090213;    3;   0.0;   0;-999;eor
         44;2018090214;    3;   0.0;   0;-999;eor
         44;2018090215;    3;   0.0;   0;-999;eor
         44;2018090216;    3;   0.0;   0;-999;eor
         44;2018090217;    3;   0.0;   0;-999;eor
         44;2018090218;    3;   0.0;   0;-999;eor
         44;2018090219;    3;   0.0;   0;-999;eor
         44;2018090220;    3;   0.0;   0;-999;eor
         44;2018090221;    3;   0.0;   0;-999;eor
         44;2018090222;    3;   0.0;   0;-999;eor
         44;2018090223;    3;   0.0;   0;-999;eor
         44;2018090300;    3;   0.0;   0;-999;eor
         44;2018090301;    3;   0.0;   0;-999;eor
         44;2018090302;    3;   0.0;   0;-999;eor
         44;2018090303;    3;   0.0;   0;-999;eor
         44;2018090304;    3;   0.0;   0;-999;eor
         44;2018090305;    3;   0.0;   0;-999;eor
         44;2018090306;    3;   0.0;   0;-999;eor
         44;2018090307;    3;   0.0;   0;-999;eor
         44;2018090308;    3;   0.0;   0;-999;eor
         44;2018090309;    3;   0.0;   0;-999;eor
         44;2018090310;    3;   0.0;   0;-999;eor
         44;2018090311;    3;   0.0;   0;-999;eor
         44;2018090312;    3;   0.0;   0;-999;eor
         44;2018090313;    3;   0.0;   0;-999;eor
         44;2018090314;    3;   0.0;   0;-999;eor
         44;2018090315;    3;   0.0;   0;-999;eor
         44;2018090316;    3;   0.0;   0;-999;eor
         44;2018090317;    3;   0.0;   0;-999;eor
         44;2018090318;    3;   0.0;   0;-999;eor
         44;2018090319;    3;   0.0;   0;-999;eor
         44;2018090320;    3;   0.0;   0;-999;eor
         44;2018090321;    3;   0.0;   0;-999;eor
         44;2018090322;    3;   0.0;   0;-999;eor
         44;2018090323;    3;   0.0;   0;-999;eor
         44;2018090400;    3;   0.0;   0;-999;eor
         44;2018090401;    3;   0.0;   0;-999;eor
         44;2018090402;    3;   0.0;   0;-999;eor
         44;2018090403;    3;   0.0;   0;-999;eor
         44;2018090404;    3;   0.0;   0;-999;eor
         44;2018090405;    3;   0.0;   0;-999;eor
         44;2018090406;    3;   0.0;   0;-999;eor
         44;2018090407;    3;   0.0;   0;-999;eor
         44;2018090408;    3;   0.0;   0;-999;eor
         44;2018090409;    3;   0.0;   0;-999;eor
         44;2018090410;    3;   0.0;   0;-999;eor
         44;2018090411;    3;   0.0;   0;-999;eor
         44;2018090412;    3;   0.0;   0;-999;eor
         44;2018090413;    3;   0.0;   0;-999;eor
         44;2018090414;    3;   0.0;   0;-999;eor
         44;2018090415;    3;   0.0;   0;-999;eor
         44;2018090416;    3;   0.0;   0;-999;eor
         44;2018090417;    3;   0.0;   0;-999;eor
         44;2018090418;    3;   0.0;   0;-999;eor
         44;2018090419;    3;   0.0;   0;-999;eor
         44;2018090420;    3;   0.0;   0;-999;eor
         44;2018090421;    3;   0.0;   0;-999;eor
         44;2018090422;    3;   0.0;   0;-999;eor
         44;2018090423;    3;   0.0;   0;-999;eor
         44;2018090500;    3;   0.0;   0;-999;eor
         44;2018090501;    3;   0.0;   0;-999;eor
         44;2018090502;    3;   0.0;   0;-999;eor
         44;2018090503;    3;   0.0;   0;-999;eor
         44;2018090504;    3;   0.0;   0;-999;eor
         44;2018090505;    3;   0.0;   0;-999;eor
         44;2018090506;    3;   0.0;   0;-999;eor
         44;2018090507;    3;   0.0;   0;-999;eor
         44;2018090508;    3;   0.0;   0;-999;eor
         44;2018090509;    3;   0.0;   0;-999;eor
         44;2018090510;    3;   0.0;   0;-999;eor
         44;2018090511;    3;   0.0;   0;-999;eor
         44;2018090512;    3;   0.0;   0;-999;eor
         44;2018090513;    3;   0.0;   0;-999;eor
         44;2018090514;    3;   0.0;   0;-999;eor
         44;2018090515;    3;   0.0;   0;-999;eor
         44;2018090516;    3;   0.0;   0;-999;eor
         44;2018090517;    3;   0.0;   0;-999;eor
         44;2018090518;    3;   0.0;   0;-999;eor
         44;2018090519;    3;   0.0;   0;-999;eor
         44;2018090520;    3;   0.0;   0;-999;eor
         44;2018090521;    3;   0.0;   0;-999;eor
         44;2018090522;    3;   0.0;   0;-999;eor
         44;2018090523;    3;   0.0;   0;-999;eor
         44;2018090600;    3;   0.0;   0;-999;eor
         44;2018090601;    3;   0.0;   0;-999;eor
         44;2018090602;    3;   0.0;   0;-999;eor
         44;2018090603;    3;   0.0;   0;-999;eor
         44;2018090604;    3;   0.0;   0;-999;eor
         44;2018090605;    3;   0.0;   0;-999;eor
         44;2018090606;    3;   0.0;   0;-999;eor
         44;2018090607;    3;   0.0;   0;-999;eor
         44;2018090608;    3;   0.0;   0;-999;eor
         44;2018090609;    3;   0.0;   0;-999;eor
         44;2018090610;    3;   0.0;   0;-999;eor
         44;2018090611;    3;   0.0;   0;-999;eor
         44;2018090612;    3;   0.1;   1;-999;eor
         44;2018090613;    3;   0.1;   1;-999;eor
         44;2018090614;    3;   2.6;   1;-999;eor
         44;2018090615;    3;   0.4;   1;-999;eor
         44;2018090616;    3;   0.1;   1;-999;eor
         44;2018090617;    3;   0.0;   0;-999;eor
         44;2018090618;    3;   0.0;   0;-999;eor
         44;2018090619;    3;   0.0;   0;-999;eor
         44;2018090620;    3;   0.0;   0;-999;eor
         44;2018090621;    3;   0.0;   0;-999;eor
         44;2018090622;    3;   0.1;   1;-999;eor
         44;2018090623;    3;   0.2;   1;-999;eor
         44;2018090700;    3;   0.0;   0;-999;eor
         44;2018090701;    3;   0.7;   1;-999;eor
         44;2018090702;    3;   0.1;   1;-999;eor
         44;2018090703;    3;   0.0;   0;-999;eor
